Ship,Date,country,shiptype,captain_name
mxemta,20-03-1901,Germany,LNG Tanker,Cervantes
xngeqm,24-06-1644,United Kingdom (UK),Container Ship,Heze
pltuvt,12-11-1553,Italy,Container Ship,Celaeno
ytrdri,04-07-1933,United States (USA),Bulk Carrier,Algol
kmymou,08-10-1811,Norway,Bulk Carrier,Taiyi
jkdfjo,10-04-1898,India,Bulk Carrier,Suhail
jocqkq,10-03-1575,Korea,LNG Tanker,Electra
dkpadx,01-07-1554,Aruba,Bulk Carrier,Shaula
uevzsl,20-02-1850,Turkey,LNG Tanker,Arkab Prior
hjroxk,12-03-1868,Greece,Bulk Carrier,Almaaz
wfxadz,30-09-1993,Japan,Crude Oil Tanker,Sarin
lnkthd,29-05-1508,Netherlands,Bulk Carrier,Alhena
lzuskn,23-10-1639,Malaysia,Bulk Carrier,Alderamin
aaeyvy,25-02-1720,Japan,Bulk Carrier,Alruba
lsrwgq,07-04-1940,Greece,Bulk Carrier,Marsic
hsibpo,02-02-1835,Isle of Man,Crude Oil Tanker,Chalawan
qnxrsq,26-08-1793,Papua New Guinea,Bulk Carrier,Diphda
ooxgxp,06-08-1715,Turkey,Container Ship,Xuange
ikbgll,20-07-1907,Brazil,Crude Oil Tanker,Xuange
zgpqat,23-07-1989,Canada,LNG Tanker,Sarin
chlano,03-01-1972,Fiji,Bulk Carrier,Tabit
hmwstk,17-02-1734,Germany,Bulk Carrier,Alnasl
clthgk,23-01-1643,United Kingdom (UK),Bulk Carrier,Tianguan
sitmyg,27-05-1560,Aruba,LNG Tanker,Sadr
lxbeog,05-02-1709,Brazil,Crude Oil Tanker,Markab
tngrap,24-03-1860,United States (USA),LNG Tanker,Theemin
augqmp,22-08-1704,Korea,Container Ship,Alcyone
uqkdqh,15-09-1980,Canada,Bulk Carrier,Zubeneschamali
bcdzdl,05-06-1534,Germany,Container Ship,Cervantes
fqcbgs,13-09-1742,Italy,LNG Tanker,Nekkar
hzynfo,03-12-1808,Norway,Crude Oil Tanker,Skat
hdrhqd,26-09-1700,United Kingdom (UK),Container Ship,Cujam
vrjpzw,22-08-1899,Japan,LNG Tanker,Alniyat
yvdmpe,03-01-2008,Canada,Crude Oil Tanker,Rotanev
eaavyp,25-06-1622,Spain,LNG Tanker,Rastaban
ywknbw,11-05-1782,Canada,Crude Oil Tanker,Kaus Media
fpofpm,25-04-1829,Croatia,Container Ship,Suhail
jnqnbe,11-11-1876,Cyprus,Bulk Carrier,Vega
qjdvus,20-11-1693,Chile,Bulk Carrier,Menkib
mhatow,05-01-1804,Spain,Bulk Carrier,Maia
mmraph,14-03-1915,Argentina,Bulk Carrier,Diphda
mrcbkn,14-02-1606,Croatia,Container Ship,Diphda
ismixs,25-06-1676,Madagascar,Container Ship,Scheat
jqpecc,09-05-1846,Papua New Guinea,Crude Oil Tanker,Schedar
ergqqf,08-06-1807,Japan,Container Ship,Fuyue
gxdfyp,14-05-1775,Netherlands,Bulk Carrier,Aljanah
usjytn,30-06-1945,France,Bulk Carrier,Ruchbah
rjzoxo,01-06-1930,United Kingdom (UK),Container Ship,Fomalhaut
wyhntp,08-07-1969,Norway,Crude Oil Tanker,Azha
xbslba,13-12-1774,Norway,Bulk Carrier,Okab
vhtjtj,05-06-1558,Argentina,Bulk Carrier,Acrab
cazzwa,12-08-1629,China,Bulk Carrier,Fomalhaut
zxhodo,09-12-1922,Greece,Bulk Carrier,Cujam
xvfssv,17-06-1502,Canada,LNG Tanker,Theemin
mugswf,30-09-1565,United States (USA),LNG Tanker,Miaplacidus
jalbmt,27-10-1998,Dominican Rep,Bulk Carrier,Vindemiatrix
rjwbwb,06-09-1632,Germany,LNG Tanker,Nashira
nfvxta,19-12-1688,United Kingdom (UK),Crude Oil Tanker,Okab
sbzkzw,25-03-1639,Norway,Container Ship,Alphecca
sjgwik,14-07-1870,Egypt,FSO,Zubenelgenubi
qspsgb,25-10-1531,Norway,Crude Oil Tanker,Ankaa
myvhyz,25-12-1735,Japan,Offshore Support Vessel,Algieba
mxzcpa,03-07-1937,Sweden,Container Ship,Alsephina
evztqd,31-05-1564,Finland,LNG Tanker,Matar
nvvxqa,26-03-1530,Japan,LNG Tanker,Almaaz
xxjehj,10-05-1788,Chile,Bulk Carrier,Menkalinan
szavrh,16-01-1832,Panama,Container Ship,Pollux
nnqrqw,04-10-1586,Japan,Container Ship,Zosma
pyuiaj,24-11-1543,United States (USA),Bulk Carrier,Alpheratz
nhhlkc,17-08-1574,Fiji,Container Ship,Nembus
opusbb,27-10-1878,Brazil,LNG Tanker,Chertan
edcmjl,30-12-1909,Indonesia,Bulk Carrier,Tania Australis
kylptt,27-10-1705,Denmark,Bulk Carrier,Izar
nmpjfe,09-08-1807,Brazil,Bulk Carrier,Bharani
dcejvr,20-08-2004,United Kingdom (UK),LNG Tanker,Alpheratz
ymoclw,02-12-1894,United Kingdom (UK),Container Ship,Algol
dmtmba,13-09-1542,United States (USA),Container Ship,Alkarab
fsdhag,09-09-1718,Poland,LNG Tanker,Gacrux
igeiia,02-05-1725,Norway,Container Ship,Phact
apjybp,01-10-1567,Japan,Container Ship,Zaurak
hqpxau,27-09-1848,Mauritius,Crude Oil Tanker,Saclateni
lhspjf,08-12-1582,Denmark,Container Ship,Ran
dnygom,21-10-1876,France,Crude Oil Tanker,Ain
ovbikb,05-01-1701,United Kingdom (UK),Container Ship,Arkab Prior
xavkjq,22-02-1536,Netherlands,LNG Tanker,Algieba
mhlfdl,12-07-1638,Canada,Bulk Carrier,Albireo
onvmvk,21-09-1817,United States (USA),Crude Oil Tanker,Diphda
jkdifg,04-08-1620,Norway,LNG Tanker,Wasat
vfftbt,02-07-1799,Solomon Islands,Bulk Carrier,Copernicus
slxtbr,26-12-1505,France,Container Ship,Gienah
yrooti,08-01-1885,Norway,Bulk Carrier,Yed Prior
medgse,03-07-1973,Croatia,Bulk Carrier,Matar
wpovqx,21-06-1895,Chile,Container Ship,Fomalhaut
mcowgn,27-01-1542,United Kingdom (UK),Container Ship,Mesarthim
kuzvur,02-07-1930,United Kingdom (UK),Passenger (Cruise) Ship,Alnasl
gmqkyt,08-05-1535,Norway,Bulk Carrier,Deneb
nzzgsy,01-04-1623,Greece,Bulk Carrier,Kochab
htdikt,07-12-1972,Korea,LNG Tanker,Aladfar
cvbxrp,20-06-1700,United States (USA),LNG Tanker,Acamar
jcklge,27-07-1716,Norway,Bulk Carrier,Dabih
uvjicd,01-02-1524,Croatia,Crude Oil Tanker,Brachium
dpymeu,21-04-1541,United States (USA),Bulk Carrier,Zubenelhakrabi
vdxwfd,06-06-1745,Norway,LNG Tanker,Eltanin
wwoifx,20-09-1934,China,Crude Oil Tanker,Prima Hyadum
akoosl,15-08-1754,United States (USA),LNG Tanker,Felis
qnhcte,28-04-1777,Argentina,Passenger (Cruise) Ship,Alruba
cfulhc,16-03-1833,Norway,Bulk Carrier,Megrez
zmmrwo,20-03-1948,Australia,Bulk Carrier,Azelfafage
kfnesc,08-12-1582,Nicaragua,Bulk Carrier,Acrab
pyjmpu,17-09-1662,Philippines,Container Ship,Markab
gsoiqf,07-03-1844,United States (USA),Passenger (Cruise) Ship,Alchiba
bknyrw,02-06-1918,Papua New Guinea,Bulk Carrier,Alzirr
kyeukn,04-03-1620,Norway,Passenger (Cruise) Ship,Menkalinan
ehntxu,24-09-1816,Japan,Container Ship,Alcyone
rozzsw,13-03-1771,Italy,Crude Oil Tanker,Situla
rnxnhz,11-06-1796,Sweden,Container Ship,Polaris Australis
fjigkb,08-01-1758,Iran,Crude Oil Tanker,Azmidi
vzulam,23-11-1668,New Zealand,Bulk Carrier,Maasym
thuxzg,25-04-1968,China,Container Ship,Ain
gsimei,03-06-1628,Solomon Islands,Bulk Carrier,Aldhibah
zgjntb,17-02-1674,Thailand,Container Ship,Ascella
fcjolm,28-05-1873,United States (USA),Crude Oil Tanker,Ancha
bbvkzq,04-05-1780,United States (USA),Crude Oil Tanker,Sham
tgdvcz,31-08-1732,Russia,Passenger (Cruise) Ship,Taiyi
vbvybs,03-01-1572,Italy,Bulk Carrier,Nahn
qybuqk,16-05-2009,United Kingdom (UK),Crude Oil Tanker,Rasalgethi
stadzi,05-01-1697,Japan,Crude Oil Tanker,Denebola
dhvxfe,13-09-1754,United Kingdom (UK),FSO,Matar
hsnsel,21-11-1650,United States (USA),Container Ship,Achernar
uhtrtj,01-07-1709,United Kingdom (UK),Container Ship,Intercrus
cwydmg,11-06-1564,Norway,Container Ship,Libertas
wcatax,27-03-1600,Kuwait,Crude Oil Tanker,Thuban
ydczqo,29-06-1751,Papua New Guinea,Crude Oil Tanker,Beid
cqgmnr,22-05-1778,Estonia,Crude Oil Tanker,Tania Borealis
zjqikh,12-01-1573,Greece,Crude Oil Tanker,Achird
dbmrxl,18-10-1715,Japan,Container Ship,Skat
hmwbxh,10-01-1905,United States (USA),Crude Oil Tanker,Capella
ndphvr,01-04-1908,Turkmenistan,LNG Tanker,Kitalpha
ytuwlp,05-10-1745,Australia,LNG Tanker,Azelfafage
zaczpx,04-10-1684,Australia,Container Ship,Gienah
zetncz,19-01-1732,Croatia,Container Ship,Alderamin
cmjaqc,05-04-1621,United States (USA),Bulk Carrier,Iklil
jtmltl,02-01-1631,Italy,Bulk Carrier,Sabik
ksyabj,01-12-1885,Indonesia,Passenger (Cruise) Ship,Porrima
geehqc,03-10-1777,Spain,Bulk Carrier,Taygeta
dfmhne,02-11-1795,China,Offshore Support Vessel,Taiyi
jyzpti,20-12-1753,Italy,Bulk Carrier,Secunda Hyadum
yobnpc,14-03-1614,Thailand,Bulk Carrier,Terebellum
xhlifa,30-06-1728,Equatorial Guinea,Container Ship,Peacock
wvetpy,31-08-1732,Puerto Rico,LNG Tanker,Shaula
pxknzy,17-07-1513,United States (USA),Container Ship,Saiph
egydaz,10-10-1638,Kuwait,Container Ship,Alkarab
pjssii,17-06-1969,United Kingdom (UK),Passenger (Cruise) Ship,Chalawan
azhxsv,18-05-1909,Vietnam,Bulk Carrier,Arkab Posterior
fxocjq,30-12-1583,United States (USA),LNG Tanker,Atria
dupmfu,10-09-1669,Greece,Bulk Carrier,Sadalbari
hkclit,04-10-1643,Cuba,Bulk Carrier,Fumalsamakah
pakiwv,01-12-1528,France,Crude Oil Tanker,Avior
wsqrrq,10-12-1819,Japan,Crude Oil Tanker,Alkalurops
nseovw,05-04-1658,United States (USA),Crude Oil Tanker,Fumalsamakah
iclnki,03-01-1942,Estonia,Bulk Carrier,Albali
lgfhtt,12-12-1615,New Zealand,Bulk Carrier,Alshain
yrjxwg,04-02-1505,Canada,FSO,Kochab
sfxfir,04-05-1736,Jamaica,LNG Tanker,Furud
mqqtwy,04-09-1970,Solomon Islands,Container Ship,Ancha
woycst,13-04-2005,Norway,Bulk Carrier,Menkent
opkkth,11-02-1619,Greece,Crude Oil Tanker,Alkaid
cniyau,12-07-1955,Australia,Bulk Carrier,Revati
ycmcxa,24-07-2002,Faeroe Islands,Bulk Carrier,Aldulfin
bekqwc,29-01-1944,Sweden,LNG Tanker,Pipirima
qlmlmf,22-08-1714,Brazil,Crude Oil Tanker,Alkalurops
dpwfus,06-06-1920,US Minor Outlying Isls,Container Ship,Asellus Australis
ohlggr,22-06-1947,China,LNG Tanker,Alkarab
efwdla,06-12-1607,France,Container Ship,Meleph
svkoiz,15-12-1587,United States (USA),Container Ship,Mintaka
bpyfdi,02-11-1529,France,Container Ship,Maia
kaypyp,25-11-1557,Russia,Bulk Carrier,Prima Hyadum
ctiawp,11-02-1639,Canada,Bulk Carrier,Alnasl
rtoyzs,28-10-1589,Norway,Crude Oil Tanker,Tonatiuh
spbdpo,28-02-1890,Italy,LNG Tanker,Adhara
qxnzmh,10-12-1885,Greece,Bulk Carrier,Marsic
uedeqi,09-01-1860,United States (USA),Container Ship,Wezen
dvuphd,28-01-1789,United Kingdom (UK),LNG Tanker,Proxima Centauri
cmjaqc,13-09-1742,Japan,Container Ship,Algenib
dtilfc,01-04-1623,India,Container Ship,Enif
fjxeig,16-12-1762,Denmark,Container Ship,Rastaban
hyzroo,08-01-1879,Canada,Bulk Carrier,Sualocin
smrkjp,07-12-1721,Japan,Bulk Carrier,Segin
bprdyi,27-05-1743,Haiti,Container Ship,Alkes
opitat,25-06-1555,Iran,Container Ship,Alkarab
dcsarf,20-06-1700,Norway,Bulk Carrier,Paikauhale
xbynmu,06-06-1756,United States (USA),Bulk Carrier,Marfik
lyxvbp,06-03-2002,Spain,Container Ship,Alderamin
znlsqp,01-08-1752,Norway,Container Ship,Nashira
ldaddj,31-07-1571,United Kingdom (UK),Crude Oil Tanker,Achernar
oxnqvo,01-08-1689,Greece,Bulk Carrier,Hatysa
lgjmji,05-05-1660,United Kingdom (UK),Bulk Carrier,Acamar
zxdows,18-11-1715,Faeroe Islands,Bulk Carrier,Edasich
zsavai,27-07-1873,Netherlands,Container Ship,Sargas
bbzjhf,24-03-1768,Croatia,LNG Tanker,Ashlesha
aygcww,02-11-1529,United States (USA),Bulk Carrier,Cor Caroli
jcmbod,17-05-1637,Germany,LNG Tanker,Copernicus
ygdnup,11-01-1684,Finland,LNG Tanker,Alkaid
vdpgvd,17-06-2004,Japan,LNG Tanker,Deneb Algedi
vakuzx,10-12-1536,Norway,Crude Oil Tanker,Zibal
myvhyz,24-04-1797,Brazil,Container Ship,Asellus Australis
ebhjym,26-06-1824,New Zealand,Container Ship,Cebalrai
cgbloe,10-01-2003,Indonesia,LNG Tanker,Hamal
zkkpoj,20-07-1812,United Kingdom (UK),Bulk Carrier,Spica
wlvmeo,05-12-1734,Canada,Container Ship,Algedi
cfyddc,15-03-1616,Norway,Container Ship,Castor
mmqkzk,19-06-1714,India,Crude Oil Tanker,Musica
hyzymb,08-07-1714,Italy,Container Ship,Edasich
ykmyom,29-01-1645,Canada,Crude Oil Tanker,Mahasim
pkjotg,29-10-1710,Philippines,Container Ship,Bellatrix
wuarvy,07-06-1965,Chile,Crude Oil Tanker,Baten Kaitos
ovutoz,09-12-1782,United States (USA),Offshore Support Vessel,Zaurak
gfmtsb,21-09-1534,Chile,Passenger (Cruise) Ship,Menkent
tnnxuc,06-02-1564,United Arab Emirates (UAE),Crude Oil Tanker,Taiyi
hmdazg,23-07-1983,United Kingdom (UK),Container Ship,Albali
vfqqzd,03-08-1818,Aruba,Container Ship,Chara
uvbejb,07-04-1722,Norway,Bulk Carrier,Arkab Prior
romhwc,23-04-1997,Egypt,Bulk Carrier,Mirach
wqromt,07-09-1869,Equatorial Guinea,LNG Tanker,Taygeta
ogntwb,02-11-1708,Estonia,Bulk Carrier,Albireo
lenmaw,10-02-1871,Argentina,Crude Oil Tanker,Thuban
igngsr,17-10-1578,Faeroe Islands,Crude Oil Tanker,Alderamin
bctyol,29-11-1557,United Kingdom (UK),Bulk Carrier,Kaus Australis
mxomem,31-05-1961,Norway,Bulk Carrier,Sarin
ylzeaz,24-07-1532,Mauritius,Crude Oil Tanker,Hadar
rafguz,11-12-1517,Japan,LNG Tanker,Altair
xncdfk,13-05-1516,Russia,Container Ship,Tarf
bwvnll,14-03-1898,United States (USA),Container Ship,Mahasim
nilujd,15-03-1763,Panama,Bulk Carrier,Azha
lhyhob,23-07-1519,Japan,Crude Oil Tanker,Zibal
xtziyw,19-01-1514,Iceland,Bulk Carrier,Imai
ryjqjs,10-04-1881,Norway,Bulk Carrier,Avior
xmpnmt,12-07-1765,Russia,Crude Oil Tanker,Nashira
aojrre,25-05-1636,Turkey,Passenger (Cruise) Ship,Albaldah
jzgfin,09-11-1968,United States (USA),Crude Oil Tanker,Bharani
wjigjf,09-08-1955,United States (USA),LNG Tanker,Fulu
nrqxuy,07-06-1587,United States (USA),Bulk Carrier,Mimosa
mgznjj,26-07-1730,United States (USA),Bulk Carrier,Yed Posterior
izfpas,22-01-1611,China,LNG Tanker,Alshain
rydixq,05-05-1731,Sweden,Container Ship,Talitha
lpjnoe,21-10-1976,India,Bulk Carrier,Situla
ockaqn,08-02-1697,Japan,Bulk Carrier,Izar
wmermp,01-10-1513,United Kingdom (UK),Crude Oil Tanker,Kaus Borealis
ksvqir,21-05-1593,Iran,LNG Tanker,Albaldah
svgwer,06-10-1685,Sweden,Crude Oil Tanker,Aspidiske
camweb,10-08-1852,Canada,Container Ship,Guniibuu
hwsvgx,29-05-1508,Norway,Bulk Carrier,Alioth
hzopar,12-04-1571,Panama,Crude Oil Tanker,Toliman
ztqmlc,27-02-1667,Brazil,Bulk Carrier,Intercrus
ufkjzn,01-05-1896,Turkey,Container Ship,Asellus Australis
aymdfg,04-03-1557,Greece,Container Ship,Aludra
aaeyvy,25-03-1900,Poland,Crude Oil Tanker,Arkab Posterior
zujrve,03-03-1650,India,Bulk Carrier,Mirach
phuisk,27-12-1939,US Minor Outlying Isls,LNG Tanker,Adhafera
dbbtvf,10-08-1802,Solomon Islands,Crude Oil Tanker,Rastaban
kolvpj,28-07-1870,India,Container Ship,Pherkad
rnkcdp,22-11-1895,Norway,Container Ship,Saiph
zpheoc,18-06-1648,Panama,Crude Oil Tanker,Caph
xxcoju,25-01-1894,United States (USA),Bulk Carrier,Cebalrai
ftibjf,23-04-1887,Netherlands,Crude Oil Tanker,Titawin
sitcnz,29-06-1845,Greece,Passenger (Cruise) Ship,Alkalurops
cyneoz,05-04-1654,Equatorial Guinea,LNG Tanker,Menkib
sjatjo,04-02-1926,Norway,LNG Tanker,Algedi
swdsbc,16-08-1554,United States (USA),Container Ship,Sceptrum
vdnaij,23-12-1723,Papua New Guinea,Bulk Carrier,Yed Prior
duvryy,06-11-1873,Sweden,Bulk Carrier,Brachium
dlbexr,02-03-1640,Brazil,Container Ship,Algorab
gaxect,21-11-1636,Thailand,Bulk Carrier,Gacrux
uwjxzy,11-06-1535,China,Crude Oil Tanker,Meridiana
sitcnz,16-11-1812,United Kingdom (UK),LNG Tanker,Minchir
ggmeew,27-07-1715,Brazil,Bulk Carrier,Dziban
kserjg,26-10-1510,Norway,Bulk Carrier,Polaris Australis
wlbpaw,22-03-1854,France,Bulk Carrier,Pleione
yekcit,14-06-1740,Germany,LNG Tanker,Rigel
pvdwty,31-08-1657,Spain,Bulk Carrier,Suhail
opusbb,13-10-1936,New Zealand,Bulk Carrier,Mothallah
umadoe,09-09-1952,India,Bulk Carrier,Asterope
rcklxt,15-06-1987,Portugal,Bulk Carrier,Mirzam
pnoblg,23-12-1921,Nauru,Crude Oil Tanker,Altair
qrczmh,12-12-1619,Japan,Container Ship,Altais
fxjttf,26-05-1562,Belgium,Bulk Carrier,Sarin
rzuvcg,13-07-1772,Fiji,Bulk Carrier,Sham
sjatjo,13-09-1631,Puerto Rico,Bulk Carrier,Mesarthim
ksladh,23-10-1902,Canada,Container Ship,Merope
yliydx,17-03-1991,Netherlands,Passenger (Cruise) Ship,Okab
sibkcz,14-12-1920,Portugal,Bulk Carrier,Cujam
qxqncn,09-12-1922,Faeroe Islands,Crude Oil Tanker,Procyon
ptzeox,27-06-1587,Philippines,Bulk Carrier,Maia
gqdvxk,14-07-1648,United States (USA),Bulk Carrier,Elgafar
auwnmp,05-07-1513,Aruba,LNG Tanker,Syrma
qxnzmh,24-11-1513,Japan,LNG Tanker,Bellatrix
usjbsf,25-02-1720,India,Bulk Carrier,Kurhah
idzuuo,31-01-1704,Indonesia,Container Ship,Aljanah
wnobft,04-10-1877,Qatar,Crude Oil Tanker,Skat
mhjkxw,21-01-1710,Japan,Container Ship,Copernicus
lhqznu,13-08-1620,Portugal,FSO,Marsic
ehqlae,07-12-1692,Faeroe Islands,Bulk Carrier,Bharani
tjyudl,28-01-1789,Netherlands,Bulk Carrier,Ogma
imrcvm,27-09-1848,Norway,Crude Oil Tanker,Taygeta
dthraa,16-12-1859,Argentina,Passenger (Cruise) Ship,Khambalia
talthb,26-02-1914,Tunisia,Bulk Carrier,Segin
ulvhit,05-03-1723,Portugal,Container Ship,Alrescha
pgkvdp,06-10-1993,Japan,Bulk Carrier,Zosma
yvjvbo,05-01-1712,Korea,Container Ship,Cursa
xulxof,12-06-1596,Sweden,Bulk Carrier,Albireo
fcgmsi,05-08-1988,Canada,Crude Oil Tanker,Hassaleh
sswxlk,18-01-1747,Angola,Bulk Carrier,Zaniah
tlkfiz,09-11-1968,Brazil,LNG Tanker,La Superba
wcqyod,11-05-1628,Philippines,Bulk Carrier,Shaula
qvqdwp,09-08-1693,Bahamas,Bulk Carrier,Chara
kgxaxp,09-10-1700,Iran,LNG Tanker,Zavijava
lbcdnv,11-02-1882,Australia,Bulk Carrier,Mothallah
smvqvi,09-05-1760,Poland,LNG Tanker,Cujam
gggfgu,30-10-1615,Norway,Bulk Carrier,Acubens
mazdae,21-07-1970,Madagascar,Bulk Carrier,Alnilam
rryqtn,08-01-1885,Greece,LNG Tanker,Brachium
jjbzyf,17-10-1664,Egypt,Container Ship,Azha
mymodx,21-01-1762,Croatia,LNG Tanker,Alcor
rblxuy,29-03-1871,Canada,Container Ship,Polis
bekqwc,18-05-1586,United Kingdom (UK),Crude Oil Tanker,Asterope
aaeyvy,22-03-1642,Chile,Bulk Carrier,Kochab
vattrt,21-12-1848,China,LNG Tanker,Sham
yavbig,22-05-1841,United States (USA),Container Ship,Alnasl
sxdicg,05-12-1576,Turkey,Crude Oil Tanker,Bharani
wcryqs,24-08-1534,United States (USA),Bulk Carrier,Zubenelhakrabi
ctyxwx,21-09-1851,Japan,LNG Tanker,Pherkad
yjzlgq,05-10-1745,Japan,Bulk Carrier,Meissa
nqpcui,23-10-1951,United Kingdom (UK),Offshore Support Vessel,Rigel
mmcgtj,27-07-1856,Papua New Guinea,Bulk Carrier,Meleph
aygcww,24-11-1568,Japan,LNG Tanker,Deneb Algedi
ytxkel,22-09-1840,Norway,Container Ship,Zaniah
rvbiyk,13-07-1731,Spain,Bulk Carrier,Syrma
wpovqx,03-01-2008,United Kingdom (UK),Bulk Carrier,Sheratan
lvmtlz,11-11-1789,Sweden,Crude Oil Tanker,Shaula
fryajo,22-05-1922,Australia,Container Ship,Iklil
ebhjym,31-05-1502,Panama,Bulk Carrier,Sheratan
jdvwfd,01-12-1553,Jamaica,LNG Tanker,Wasat
oltdxf,01-04-1561,Estonia,LNG Tanker,Piautos
kyeukn,18-04-1945,United States (USA),Container Ship,Merope
udxing,05-02-1895,Canada,Container Ship,Alterf
utqnvk,08-06-1807,Sweden,Bulk Carrier,Gienah
jolrwf,19-12-1688,Turkey,Bulk Carrier,Prima Hyadum
xeyskz,08-12-1533,South Africa,Bulk Carrier,Kitalpha
vrvvma,23-11-1925,United States (USA),Passenger (Cruise) Ship,Mimosa
hrpcay,27-05-1759,United States (USA),Crude Oil Tanker,Helvetios
bfwbso,09-06-1885,Russia,Bulk Carrier,Rigil Kentaurus
ndcjim,24-03-1947,United Kingdom (UK),Container Ship,Naos
cbhxnp,30-12-2003,United Kingdom (UK),LNG Tanker,Muphrid
scbbft,04-06-1977,China,LNG Tanker,Ainalrami
pbfjdn,25-04-1918,Sweden,Bulk Carrier,Alderamin
oqatme,20-06-2006,Norway,Crude Oil Tanker,Tiaki
ipbvzs,11-02-1534,St Vincent & Grenadines,Passenger (Cruise) Ship,Azmidi
lwtabv,25-06-1825,Iceland,Bulk Carrier,Antares
zwredl,24-08-1656,Spain,Container Ship,Alkalurops
lrcluu,28-09-1668,Haiti,Bulk Carrier,Aldebaran
jdvwfd,15-02-1741,United Kingdom (UK),LNG Tanker,Mirfak
qicmah,21-06-1566,Estonia,Container Ship,Nusakan
kbkcei,06-06-1525,United States (USA),Crude Oil Tanker,Suhail
sciypd,12-12-1997,Japan,Bulk Carrier,Izar
uqpkdf,08-11-1604,United Kingdom (UK),Container Ship,Alshain
ygngra,13-07-1789,Netherlands,Container Ship,Peacock
lyjoea,19-06-1593,Japan,Crude Oil Tanker,Keid
dpxvkh,23-02-1569,Japan,Container Ship,Muscida
ntcnzl,29-05-1618,United Kingdom (UK),Bulk Carrier,Kurhah
zjjkku,21-10-1542,Slovenia,Bulk Carrier,Rukbat
imkrnb,14-07-1648,Canada,LNG Tanker,Fulu
zoutey,27-02-1718,Iran,LNG Tanker,Rastaban
ardztz,04-12-1769,Greece,Container Ship,Ginan
dhqtko,07-03-1788,Sweden,Bulk Carrier,Libertas
fmtuom,29-06-1613,Latvia,Container Ship,Alkaid
iypozg,26-09-1835,Mauritius,LNG Tanker,Syrma
qqxios,03-06-1649,Norway,Bulk Carrier,Syrma
zrqqon,02-01-1585,Sweden,Container Ship,Adhil
mavwhy,08-03-1618,United States (USA),LNG Tanker,Castula
dpelza,06-05-1772,Japan,Bulk Carrier,Canopus
mujauy,31-12-1548,Japan,Bulk Carrier,Ran
kaypyp,01-09-1926,Norway,Offshore Support Vessel,Denebola
tutdgn,26-01-1995,Russia,LNG Tanker,Arkab Posterior
jaafej,16-01-1964,Canada,FSO,Nahn
gotfcy,20-11-1821,Puerto Rico,Bulk Carrier,Vindemiatrix
nzpdtz,11-11-1660,Canada,Passenger (Cruise) Ship,Alula Borealis
veglmw,25-04-1515,Greece,Bulk Carrier,Atria
eqlmzv,08-11-1867,United Kingdom (UK),Bulk Carrier,Subra
uwwypi,23-06-1872,Croatia,Bulk Carrier,Wezen
hoyhav,13-05-1911,Australia,FSO,Merga
iifugl,25-04-1829,Australia,LNG Tanker,Bunda
smymse,24-05-1753,Sweden,Bulk Carrier,Muscida
rqpnya,23-10-1714,Argentina,Crude Oil Tanker,Capella
wrodxw,21-06-1616,United States (USA),Crude Oil Tanker,Alkaphrah
hanbpz,24-10-1631,United States (USA),Bulk Carrier,Situla
fdabwj,11-08-1502,United Kingdom (UK),Container Ship,Jishui
fviihw,05-03-1829,Portugal,LNG Tanker,Kurhah
ymdgql,24-05-1509,United Kingdom (UK),Container Ship,Rigil Kentaurus
eigwfm,14-07-1830,United Kingdom (UK),Bulk Carrier,Ginan
eqqejn,25-03-1639,Greece,Bulk Carrier,Toliman
vhahzb,17-03-1778,Vietnam,Container Ship,Lilii Borea
bzczeh,13-03-2005,United Kingdom (UK),Container Ship,Terebellum
iwgkqy,31-12-1955,Qatar,Bulk Carrier,Pherkad
ylzeaz,06-02-1564,Estonia,Bulk Carrier,Algol
oareks,12-01-1947,United States (USA),Container Ship,Wazn
zfnmdd,21-12-1852,Poland,Container Ship,Wurren
chhdxt,17-09-1591,Portugal,Bulk Carrier,Wurren
pzzrje,29-03-1753,Sweden,Bulk Carrier,Khambalia
hpihuw,29-04-1730,United States (USA),Container Ship,Tianguan
gbxejs,08-10-1990,United Kingdom (UK),Bulk Carrier,Alnitak
zjefpg,04-07-1543,United Kingdom (UK),Passenger (Cruise) Ship,Zhang
lwtzbc,17-07-1503,Faeroe Islands,Crude Oil Tanker,Alkalurops
zohutk,09-06-1687,Egypt,Container Ship,Dziban
sxdicg,01-05-1984,Japan,Bulk Carrier,Aladfar
uavlut,06-09-1779,Australia,LNG Tanker,Pleione
ffyocu,26-02-1787,Equatorial Guinea,Container Ship,Caph
trqkmv,02-09-1698,United States (USA),LNG Tanker,Meleph
rigazo,02-02-1636,Puerto Rico,Container Ship,Sham
medfqk,13-08-1620,Iceland,Container Ship,Veritate
oceblt,21-10-1835,Japan,Container Ship,Alkes
yuukrc,05-09-1985,China,Bulk Carrier,Cebalrai
cvidqc,27-02-1626,Japan,Bulk Carrier,Alnair
wprvpm,07-05-1922,Indonesia,Container Ship,Alnilam
rslvoe,28-07-1671,Finland,Bulk Carrier,Meridiana
grfoky,03-02-1843,Japan,FSO,Ainalrami
dgqauy,27-03-1839,United States (USA),Passenger (Cruise) Ship,Matar
zucyql,18-04-1898,Argentina,LNG Tanker,Rigil Kentaurus
tjyakh,05-08-1765,United States (USA),Crude Oil Tanker,Nusakan
tchlrt,10-04-1779,Italy,Crude Oil Tanker,Merope
