Ship,Date,country,shiptype,captain_name
mricxe,10-08-1980,France,Passenger (Cruise) Ship,Zaniah
ozvltc,29-06-1997,Russia,Crude Oil Tanker,Tania Borealis
srkygn,10-05-1925,United States (USA),Bulk Carrier,Menkib
ahwhdf,05-06-1818,Australia,Crude Oil Tanker,Polis
mvxamm,17-03-1991,Nicaragua,Crude Oil Tanker,Proxima Centauri
cwwall,08-12-1809,Belgium,Container Ship,Tegmine
fxjttf,13-02-1894,Australia,Bulk Carrier,Alterf
tbjcxz,06-01-1790,Spain,Bulk Carrier,Deneb Algedi
sxdcrl,10-06-1939,Russia,Container Ship,Theemin
oqkptg,02-03-1941,Canada,Bulk Carrier,Barnard’s Star
snwwyk,14-01-1694,Norway,Crude Oil Tanker,Ukdah
yhyzxf,26-02-1563,Norway,Bulk Carrier,Cujam
aicvbm,29-03-1723,Poland,Container Ship,Adhafera
hqsckx,26-05-1873,Egypt,Bulk Carrier,Zaniah
chicyc,17-08-1574,United Kingdom (UK),Bulk Carrier,Fuyue
kuzdrh,08-12-1731,Indonesia,FSO,Fang
pddoud,14-06-1561,United States (USA),Bulk Carrier,Deneb
afgbar,15-05-1552,Japan,Bulk Carrier,Markab
ihetbu,05-02-1924,United States (USA),FSO,Dalim
okihgy,18-10-1795,United Kingdom (UK),Bulk Carrier,Elgafar
abfjjb,01-11-1785,United States (USA),Bulk Carrier,Yildun
crrzag,06-11-1556,Denmark,Container Ship,Kochab
nrqxuy,09-06-1685,Equatorial Guinea,Bulk Carrier,Kitalpha
ihufyg,22-06-1947,United Kingdom (UK),Crude Oil Tanker,Alderamin
srbhcp,16-04-1835,Greece,Crude Oil Tanker,Secunda Hyadum
lgjmji,29-03-1652,Indonesia,Crude Oil Tanker,Giausar
zxuxlm,04-04-1589,Brazil,Bulk Carrier,Alderamin
gjhmww,28-02-1890,Faeroe Islands,Crude Oil Tanker,Helvetios
jcmbod,06-11-1866,Canada,Container Ship,Alkaphrah
zuedzv,01-07-1709,Panama,Bulk Carrier,Cujam
kbwbfe,01-02-1525,Dominican Rep,Bulk Carrier,Giausar
rvzbsv,17-08-1964,Greece,Crude Oil Tanker,Yildun
xtnycc,02-08-1847,United States (USA),Crude Oil Tanker,Mirach
bzczeh,10-12-1680,Egypt,Offshore Support Vessel,Albali
yznquo,14-01-1537,Australia,Bulk Carrier,Zaurak
vyhxep,18-11-1822,United States (USA),Container Ship,Tarf
bijusx,06-02-1775,United States (USA),Container Ship,Tonatiuh
mesrcf,09-02-1808,Denmark,Crude Oil Tanker,Adhafera
rmjjmb,04-08-1620,Greece,Crude Oil Tanker,Misam
mxaoni,05-08-1762,St Vincent & Grenadines,Bulk Carrier,Ogma
iszhnx,04-04-1815,Canada,Bulk Carrier,Seginus
xavkyh,11-02-1529,Sweden,Passenger (Cruise) Ship,Vega
rezivc,20-11-1683,Spain,Crude Oil Tanker,Acubens
gvfpzf,16-12-1834,Portugal,Container Ship,Maia
mdtmih,16-06-1641,Panama,LNG Tanker,Muphrid
eoxhtf,06-12-1965,United States (USA),Crude Oil Tanker,Alnitak
bcsjnu,01-04-1868,Japan,Bulk Carrier,Unukalhai
ytxkel,02-04-1878,Fiji,Container Ship,Wasat
nippag,20-01-1800,Japan,Crude Oil Tanker,Gienah
usbyip,09-01-1610,Nicaragua,Passenger (Cruise) Ship,Pleione
dwqbun,24-11-1835,Slovenia,LNG Tanker,Sadalsuud
nbetgs,16-03-1984,United States (USA),Bulk Carrier,Mothallah
fqhzkn,12-08-1911,Canada,Bulk Carrier,Sceptrum
uhubkr,05-11-1828,Spain,Bulk Carrier,Mira
ebhjym,16-09-1822,Netherlands,LNG Tanker,Intercrus
vxfdew,01-05-1741,Turkey,Crude Oil Tanker,Dschubba
wgirsx,27-12-1688,Norway,Container Ship,Alya
upkfhl,04-06-1919,Japan,Passenger (Cruise) Ship,Alnilam
cvtrgt,28-05-1892,Greece,Bulk Carrier,Acrux
rezivc,20-06-1943,Iran,Crude Oil Tanker,Dabih
yavbig,22-04-1878,Canada,Bulk Carrier,Fawaris
nbnhoc,13-12-1861,Egypt,Container Ship,Alphecca
vfmeki,01-11-1668,United Kingdom (UK),Bulk Carrier,Procyon
luzsji,08-10-1604,Portugal,Bulk Carrier,Zubeneschamali
wcbleq,29-06-1921,Equatorial Guinea,Container Ship,Proxima Centauri
dgivtx,08-06-1608,United States (USA),LNG Tanker,Alniyat
gmcyym,09-08-1955,United Kingdom (UK),Container Ship,Acrux
ngoulz,07-03-1844,Russia,Crude Oil Tanker,Nunki
talthb,06-08-1812,Canada,LNG Tanker,Cor Caroli
djjsfa,02-08-1795,Mexico,Container Ship,Aspidiske
nuvhkm,15-12-1562,United Kingdom (UK),Bulk Carrier,Propus
otxbfb,03-05-1742,Greece,Container Ship,Kaus Borealis
vnulbg,27-03-1888,Canada,LNG Tanker,Mira
gyxtmj,04-12-1839,Portugal,Crude Oil Tanker,Schedar
ncdykp,11-08-1626,China,Bulk Carrier,Kraz
rcaqtv,05-05-1640,Cyprus,FSO,Azmidi
oijfkq,03-05-1968,Norway,Container Ship,Caph
amoqvj,22-06-1947,United States (USA),Bulk Carrier,Polaris Australis
xkimog,14-09-1565,Iceland,Bulk Carrier,Sadr
yqogwc,16-07-1670,Japan,LNG Tanker,Yed Posterior
bajwzn,12-08-1790,Greece,Bulk Carrier,Helvetios
wsfjsg,23-12-1824,United Kingdom (UK),Bulk Carrier,Skat
jkdfjo,06-02-1996,Croatia,LNG Tanker,Aladfar
zwowqq,14-02-1606,Norway,Bulk Carrier,Alula Borealis
ueuwpz,11-02-1780,Norway,LNG Tanker,Kaus Media
iggwav,22-07-1765,United States (USA),Bulk Carrier,Caph
hwrnen,20-03-1885,Croatia,LNG Tanker,Tegmine
grmxmd,29-01-1604,Argentina,Passenger (Cruise) Ship,Suhail
ogwvly,14-05-1941,United Kingdom (UK),LNG Tanker,Lesath
btlxtb,12-12-1901,Australia,Crude Oil Tanker,Diphda
hzudnt,03-08-1873,Canada,Container Ship,Menkar
vushlf,21-01-1540,Indonesia,Container Ship,Sualocin
yowirx,12-11-1613,Japan,LNG Tanker,Zubenelgenubi
gdblpw,02-10-1941,Nauru,LNG Tanker,Peacock
cjhajt,23-08-1643,United Kingdom (UK),Container Ship,Atik
pjssiq,05-05-1939,Finland,Crude Oil Tanker,Situla
vhtjtj,07-09-1602,United Kingdom (UK),Container Ship,Lesath
pltuvt,16-10-1597,Malaysia,Bulk Carrier,Mekbuda
cfsarh,10-11-1862,Jamaica,Crude Oil Tanker,Ankaa
rmveyo,18-06-1648,Libya,Crude Oil Tanker,Yildun
tkmwgx,11-11-1661,Japan,Bulk Carrier,La Superba
gedcfx,14-04-1743,United Kingdom (UK),Crude Oil Tanker,Phact
hqvprw,12-07-1571,United States (USA),Bulk Carrier,Adhafera
cwsatl,23-12-1851,France,Container Ship,Suhail
mcvwun,08-06-1685,United States (USA),LNG Tanker,Rasalhague
dgivtx,06-08-1618,Nicaragua,LNG Tanker,Algedi
cvtrgt,08-01-1642,United States (USA),Container Ship,Tania Australis
vvmned,18-04-1661,Turkey,Bulk Carrier,Mekbuda
htgpmp,19-10-1589,Brazil,Bulk Carrier,Wazn
fdoolw,11-10-1951,Nauru,Container Ship,Ancha
nonfam,09-07-1900,United Kingdom (UK),Bulk Carrier,Paikauhale
rmspcc,04-04-1589,Denmark,Bulk Carrier,Sualocin
wqromt,19-08-1576,China,LNG Tanker,Fulu
aeilge,23-09-1702,Canada,Passenger (Cruise) Ship,Cujam
snioaj,04-12-1523,Panama,Bulk Carrier,Mirzam
hqvprw,27-04-1777,Sweden,Container Ship,Merak
xymqnh,16-12-1809,United States (USA),LNG Tanker,Pollux
kzrlds,22-03-1948,Canada,LNG Tanker,Polaris
isqcdk,04-09-1858,United States (USA),Crude Oil Tanker,Alula Australis
iimjiw,20-08-1991,United States (USA),Passenger (Cruise) Ship,Denebola
skjdiy,18-09-1955,Togolese Rep,Bulk Carrier,Sarin
kssbqi,10-03-1748,Korea,Bulk Carrier,Canopus
iajjsl,17-12-1656,Mexico,LNG Tanker,Mizar
tjpyun,29-03-1723,Turkey,Passenger (Cruise) Ship,Azmidi
lwvxut,10-10-1860,Bulgaria,Bulk Carrier,Edasich
vaeyox,31-01-1537,Equatorial Guinea,Container Ship,Edasich
jcmbod,04-06-1977,United States (USA),Bulk Carrier,Mirfak
wwoifx,12-01-1575,Greece,Container Ship,Vega
lfomfx,05-11-1560,Russia,LNG Tanker,Praecipua
ijlpny,22-03-1707,Sweden,Container Ship,Atria
zszgik,27-12-1895,Italy,Bulk Carrier,Vega
nicakc,14-09-1880,Slovenia,Container Ship,Homam
qqjfpt,04-12-1847,Croatia,Container Ship,Okab
fgfjml,14-11-1869,China,Container Ship,Fulu
gyjhhu,13-06-1869,Italy,Bulk Carrier,Ainalrami
bvlawk,29-03-1828,Russia,Bulk Carrier,Enif
katomy,15-10-1906,Canada,Crude Oil Tanker,Kaffaljidhma
yakyih,12-06-1924,New Caledonia,Bulk Carrier,Alcor
nmhbwy,04-06-1934,Canada,Crude Oil Tanker,Tiaki
mcopld,07-11-1744,Japan,Container Ship,Acrux
bzczeh,09-04-1544,Chile,LNG Tanker,Achird
yeptmv,24-04-1915,Dominican Rep,Container Ship,Okab
cysnmr,01-04-1908,United States (USA),Bulk Carrier,Albaldah
vpinms,19-03-1552,Papua New Guinea,Container Ship,Mira
fdhpfk,21-09-1534,Australia,LNG Tanker,Achernar
rioeqn,22-08-1704,Russia,Bulk Carrier,Ashlesha
smsvex,11-07-1807,Papua New Guinea,Bulk Carrier,Segin
ejamgn,02-09-1520,Japan,Passenger (Cruise) Ship,Atik
rvsbyp,03-12-1552,United States (USA),Passenger (Cruise) Ship,Alioth
raeykv,21-08-1921,Faeroe Islands,Bulk Carrier,Alnilam
tixqed,16-09-1549,Japan,Crude Oil Tanker,Wurren
xnymvi,02-01-1651,Egypt,LNG Tanker,Merak
xqbxjo,17-06-1580,Japan,Crude Oil Tanker,Rotanev
ggciod,12-07-1613,Netherlands,Container Ship,Ginan
hwrqrg,09-03-1578,United Kingdom (UK),Crude Oil Tanker,Pipirima
iyujam,09-12-1744,Sweden,Bulk Carrier,Iklil
wkmksw,01-02-1781,New Caledonia,Bulk Carrier,Cujam
hbxsvh,13-04-2010,United Kingdom (UK),Bulk Carrier,Procyon
clthgk,23-05-1843,Canada,Bulk Carrier,Alnair
cqsnji,04-08-1620,Portugal,Bulk Carrier,Scheat
ggwldd,08-08-1524,Sweden,Crude Oil Tanker,Sadalbari
dsogxq,09-04-1867,Norway,Bulk Carrier,Aljanah
yerxny,30-11-1615,Japan,Container Ship,Cujam
qcsfif,15-04-1547,Spain,Container Ship,Menkar
ahkcef,28-10-1968,Spain,Crude Oil Tanker,Deneb Algedi
dhfnpb,03-05-1831,Turkey,Container Ship,Lilii Borea
ozszyl,11-11-1944,United Kingdom (UK),Container Ship,Okab
zhntpc,12-03-1688,New Zealand,Bulk Carrier,Homam
htiqhl,07-06-1793,United Kingdom (UK),Bulk Carrier,Deneb
pjssii,11-03-1861,Turkey,Container Ship,Ankaa
vilkto,26-10-1795,Brazil,Bulk Carrier,Bunda
zeghpz,13-01-1753,Mexico,Container Ship,Ginan
lyelqa,20-04-1685,Greece,Bulk Carrier,Athebyne
hcaefo,10-08-1997,India,Bulk Carrier,Sadachbia
xsaptq,20-06-1704,Norway,Container Ship,Polaris Australis
ttaolf,19-12-1591,Poland,Container Ship,Chertan
ffxbsg,04-08-1966,Brazil,Bulk Carrier,Fumalsamakah
hdbmfi,29-12-1594,Indonesia,Container Ship,Saclateni
iuvtlq,03-06-1763,Norway,Bulk Carrier,Alioth
nwgbzw,18-12-1755,Russia,LNG Tanker,Betelgeuse
xyidft,12-09-1875,Poland,Bulk Carrier,Aldulfin
nfqikp,19-09-2000,Estonia,LNG Tanker,Botein
dcejvr,03-02-1635,Japan,Offshore Support Vessel,Rigel
hmepdh,07-05-1922,Guadeloupe,Crude Oil Tanker,Theemin
pppefw,03-08-1818,Cuba,Bulk Carrier,Fafnir
jdmfwk,25-11-1649,Japan,Passenger (Cruise) Ship,Pipirima
ebkucz,09-08-1741,Germany,Bulk Carrier,Regulus
igeiia,12-01-1926,United Kingdom (UK),Crude Oil Tanker,Alchiba
ktkaum,27-02-1633,United States (USA),Bulk Carrier,Alula Borealis
ewxkfq,04-11-1816,Norway,Offshore Support Vessel,Pollux
dtuabh,11-08-1721,Canada,Bulk Carrier,Propus
vhahzb,02-10-1542,Norway,Crude Oil Tanker,Alula Australis
loqeoq,16-01-1578,Norway,Bulk Carrier,Arkab Posterior
fcdcqj,07-03-1765,United Kingdom (UK),LNG Tanker,Chamukuy
xgdjec,21-03-1877,United States (USA),LNG Tanker,Alshain
sokohj,21-04-1560,Papua New Guinea,Container Ship,Polaris Australis
lwtzbc,19-12-1791,Norway,Crude Oil Tanker,Errai
wmxhwr,09-10-1673,United States (USA),LNG Tanker,Zaniah
zkvanq,29-12-1508,Norway,Bulk Carrier,Furud
hdijll,04-07-1644,Canada,Container Ship,La Superba
hwsvgx,26-09-1736,United Kingdom (UK),Container Ship,Tarf
ockaqn,02-01-1868,Germany,Container Ship,Meleph
oykcay,04-10-1586,India,Bulk Carrier,Anser
ziqvfd,09-02-1610,Greece,Bulk Carrier,Sceptrum
rqvvmi,30-10-1571,Canada,Container Ship,Cor Caroli
wmermp,18-09-1810,Croatia,Crude Oil Tanker,Cujam
cazzwa,27-02-1860,Denmark,Bulk Carrier,Aludra
gwfjmu,18-01-1602,United States (USA),Bulk Carrier,Menkib
ggbnfc,23-05-1549,Norway,Container Ship,Proxima Centauri
oeqdqq,29-08-1775,Indonesia,LNG Tanker,Fumalsamakah
leircq,26-09-1912,Italy,LNG Tanker,Castula
luevmy,29-07-1509,Chile,Crude Oil Tanker,Yed Prior
wuhmsk,30-12-1847,Dominican Rep,Crude Oil Tanker,Mirfak
wosaqn,06-06-1680,Iran,Bulk Carrier,Algenib
gviajz,14-10-1717,Japan,Bulk Carrier,Muscida
instkg,03-08-1739,Norway,Bulk Carrier,Revati
dkatus,26-09-1816,Jamaica,Container Ship,Rigil Kentaurus
lomifo,15-11-2001,Japan,LNG Tanker,Izar
ygngra,09-01-1531,Norway,Bulk Carrier,Cujam
sujpti,05-03-1739,Argentina,Bulk Carrier,Xuange
slzgxv,19-11-1703,Norway,Bulk Carrier,Paikauhale
eykjrr,11-01-1726,Papua New Guinea,Container Ship,Alphard
oirrpi,28-09-1803,Sweden,Bulk Carrier,Merga
gaxwtq,19-08-1525,Norway,Bulk Carrier,Enif
qynkce,13-09-1631,Chile,Bulk Carrier,Alula Borealis
pgkvdp,04-10-1577,Brazil,Bulk Carrier,Subra
ndenwk,02-10-1542,Poland,LNG Tanker,Meissa
zjqmxh,25-06-1685,Japan,Container Ship,Alderamin
qmmdln,06-02-1749,India,Container Ship,Rasalgethi
ywmmag,16-08-1982,United States (USA),Crude Oil Tanker,Homam
mvxsny,01-06-1891,Canada,Bulk Carrier,Biham
qwpgjb,17-12-1766,Canada,Offshore Support Vessel,Aldebaran
fuxqhc,06-01-1790,Australia,Container Ship,Lich
pwuwgb,23-12-1875,Sweden,Bulk Carrier,Rastaban
pouwyu,05-03-1753,Canada,Container Ship,Ankaa
yobzzt,24-05-1856,Italy,Crude Oil Tanker,Errai
sovmvn,07-05-1679,Sweden,Container Ship,Acrab
zszgik,04-07-1731,Canada,Crude Oil Tanker,Jishui
wnnigv,07-01-1932,Sweden,Passenger (Cruise) Ship,Marsic
iypozg,23-07-1713,United Kingdom (UK),Crude Oil Tanker,Algedi
dsecmr,08-08-1757,Denmark,Passenger (Cruise) Ship,Asellus Australis
mcchtq,12-12-1997,Turkey,Bulk Carrier,Bunda
nhpubv,13-09-1692,St Vincent & Grenadines,Container Ship,Scheat
bgnyvk,23-10-1714,Canada,LNG Tanker,Aludra
wwhdxo,20-12-1753,Turkmenistan,Passenger (Cruise) Ship,Alnitak
yalrqu,17-10-1621,Sweden,Crude Oil Tanker,Aldebaran
dbhzzq,12-11-1663,Canada,LNG Tanker,Zibal
yioimg,25-12-1541,Argentina,FSO,Talitha
fznbao,16-11-1515,Panama,Crude Oil Tanker,Segin
luihtr,11-01-1974,Canada,Crude Oil Tanker,Pipirima
lxbeog,06-01-1903,Japan,Container Ship,Alula Borealis
evtxsq,09-04-1862,United States (USA),Crude Oil Tanker,Matar
pktreq,25-05-1908,Greece,Crude Oil Tanker,Errai
imxfad,03-02-1747,Japan,Bulk Carrier,Cursa
ouydmf,27-01-1577,Panama,Passenger (Cruise) Ship,Rastaban
iquexh,16-01-1939,Turkey,Offshore Support Vessel,Muphrid
balekw,01-10-1756,Spain,Container Ship,Azha
hsnsel,02-11-2007,United States (USA),Crude Oil Tanker,Misam
qzipmq,23-06-1872,Russia,Container Ship,Anser
aenjba,02-03-1624,India,Passenger (Cruise) Ship,Celaeno
bojnqc,22-01-1611,Japan,LNG Tanker,Sheliak
dgejjq,31-12-1526,Bulgaria,Container Ship,Biham
mfoapi,20-07-1867,Norway,LNG Tanker,Elnath
lugbul,23-03-1523,Canada,Bulk Carrier,Alnair
xxcyeb,24-04-1500,Norway,Crude Oil Tanker,Bellatrix
xavkjq,28-11-1573,Italy,Crude Oil Tanker,Ashlesha
zxhodo,22-07-1991,United Kingdom (UK),Bulk Carrier,Alnilam
niuvvv,27-03-1755,Japan,LNG Tanker,Titawin
rlfium,11-12-1843,Argentina,Bulk Carrier,Menkalinan
sdwyte,10-02-1878,Japan,Crude Oil Tanker,Marsic
blgftx,04-07-1613,Portugal,LNG Tanker,Chertan
uqkdqh,16-12-1506,Faeroe Islands,LNG Tanker,Suhail
vrvrsf,18-08-1819,Japan,Bulk Carrier,Lesath
iduveu,08-02-1726,Aruba,Container Ship,Rasalhague
saiwbv,12-05-1960,Bulgaria,Container Ship,Tejat
qtlftn,23-08-1643,Japan,LNG Tanker,Alfirk
pbfjdn,03-07-1941,Madagascar,LNG Tanker,Atlas
cftart,08-02-1773,United States (USA),Container Ship,Merope
xunqom,09-03-1976,United States (USA),Bulk Carrier,Altair
imrcvm,09-08-1955,Brazil,Bulk Carrier,Mimosa
ifbthh,08-02-1773,Japan,Bulk Carrier,Kaus Borealis
ppzqjx,11-02-1729,United Kingdom (UK),Crude Oil Tanker,Praecipua
xomlkn,06-07-1690,Sao Tome & Principe,Bulk Carrier,Titawin
ytpfrx,08-12-1680,Spain,Container Ship,Acrux
jllshi,16-06-1885,Norway,LNG Tanker,Kaus Borealis
qxezlm,20-11-1815,United Kingdom (UK),LNG Tanker,Terebellum
pymxiy,26-12-1562,Japan,Bulk Carrier,Guniibuu
ahjkzr,25-08-1678,Germany,LNG Tanker,Vindemiatrix
pddoud,23-11-1732,Brazil,Bulk Carrier,Taiyi
tthcuh,12-09-1520,Italy,Bulk Carrier,Nusakan
iatggs,19-03-2004,United Kingdom (UK),Crude Oil Tanker,Lesath
mqtpcf,16-11-1834,Canada,Bulk Carrier,Terebellum
rocmnj,04-06-1612,Canada,Bulk Carrier,Alkaphrah
umjdru,02-11-1848,Italy,Crude Oil Tanker,Denebola
atappy,24-05-1753,Faeroe Islands,Bulk Carrier,Rasalgethi
jolrwf,08-02-1543,United Kingdom (UK),LNG Tanker,Aladfar
wkkzzb,24-01-1663,Norway,Bulk Carrier,Canopus
sctlol,23-09-1643,Sweden,Bulk Carrier,Chamukuy
wlbpaw,25-01-1790,United Kingdom (UK),Container Ship,Menkar
wpovqx,04-08-1991,Japan,LNG Tanker,Cujam
kjaojr,07-05-1590,Philippines,Container Ship,Misam
sauuin,15-07-2010,Japan,Bulk Carrier,Fumalsamakah
hwbvcw,13-02-1848,Portugal,Passenger (Cruise) Ship,Almach
msjbbk,04-04-1894,Denmark,Container Ship,Beid
jrrvda,03-03-1970,Indonesia,Container Ship,Wazn
rltbto,24-07-2002,United States (USA),Bulk Carrier,Almaaz
ngwoow,15-12-1587,Philippines,Bulk Carrier,Piautos
kxvltx,20-11-1821,Nauru,Bulk Carrier,Paikauhale
ftodkq,11-02-1698,Estonia,LNG Tanker,Maasym
hdijll,25-09-1876,Japan,Bulk Carrier,Haedus
iudyxt,11-01-1963,United States (USA),LNG Tanker,Salm
ifieov,01-05-1914,Canada,Bulk Carrier,Albaldah
zvpecs,16-05-1745,Chile,Passenger (Cruise) Ship,Naos
bfwpvd,01-10-1513,United States (USA),Bulk Carrier,Polaris
ltivnk,21-01-1891,Turkmenistan,Container Ship,Deneb
qwnjpy,10-10-1638,Bulgaria,Crude Oil Tanker,Sabik
dkwfmc,14-03-1766,Turkey,Crude Oil Tanker,Acamar
szqjvq,06-10-1757,Greece,Bulk Carrier,Asellus Australis
fmhdir,22-06-1777,United Kingdom (UK),Bulk Carrier,Hassaleh
fsdtwv,14-07-1861,Sweden,Bulk Carrier,Titawin
khmcnl,19-04-1887,United States (USA),Container Ship,Lilii Borea
eugxkw,07-02-1830,Montenegro,Bulk Carrier,Skat
pejckx,12-07-1630,Japan,Passenger (Cruise) Ship,Avior
uwhspf,30-08-1916,Faeroe Islands,Container Ship,Beemim
ghzqbr,26-05-1886,Vietnam,Offshore Support Vessel,Tianguan
fxocjq,04-09-1632,Greece,Container Ship,Zaurak
xjyxjp,09-11-1843,Netherlands,Bulk Carrier,Fomalhaut
loziql,08-07-1897,Canada,Passenger (Cruise) Ship,Homam
mqqtwy,22-03-1658,Norway,Crude Oil Tanker,Maasym
wcryqs,18-01-1747,Japan,Bulk Carrier,Alshain
evctvx,27-09-2009,Japan,Container Ship,Kaus Australis
vtqgsm,16-10-1705,Indonesia,Bulk Carrier,Saclateni
tpqgtk,17-08-1851,China,Bulk Carrier,Chertan
uedeqi,19-11-1685,Greece,LNG Tanker,Ukdah
fgyxhw,09-09-1557,Croatia,Crude Oil Tanker,Almaaz
noglvb,01-03-1785,Mauritius,Container Ship,Asellus Australis
unfrla,28-02-1540,China,Bulk Carrier,Adhara
necdvs,22-01-1522,Germany,Container Ship,Antares
crxpeh,26-09-1658,Norway,Crude Oil Tanker,Skat
asaxbw,27-11-1804,Greece,Offshore Support Vessel,Arneb
vxeppm,15-01-1895,Canada,Bulk Carrier,Alruba
fraimg,18-08-1839,Norway,Passenger (Cruise) Ship,Eltanin
gvgtwf,13-01-1753,United States (USA),Crude Oil Tanker,Tania Australis
hmwstk,28-09-1529,New Caledonia,Crude Oil Tanker,Sadr
nzgxhk,13-09-1754,Brazil,Crude Oil Tanker,Alkalurops
zeszvw,23-01-1989,Estonia,Bulk Carrier,Mothallah
unfeba,01-02-1620,Japan,Bulk Carrier,Meissa
xuhjei,17-09-1591,Canada,Bulk Carrier,Alsephina
uaotsr,09-05-1846,Norway,Bulk Carrier,Alnasl
sswpvm,13-03-1558,Brazil,Bulk Carrier,Errai
aqgvdj,17-06-1809,Puerto Rico,LNG Tanker,Arneb
aaclwi,14-03-1741,Greece,Container Ship,Algorab
uwaovi,02-10-1565,China,Crude Oil Tanker,Tabit
vvuzbi,20-01-1962,Italy,Container Ship,Guniibuu
ahjkzr,29-03-1723,Isle of Man,Passenger (Cruise) Ship,Okab
ygllve,10-10-1511,Japan,Crude Oil Tanker,Giausar
minnht,28-04-1638,Belgium,Crude Oil Tanker,Kornephoros
uvbejb,13-06-1791,Panama,LNG Tanker,Mirfak
ofuhco,16-06-1965,United Kingdom (UK),Bulk Carrier,Tarazed
ditgxf,30-03-1676,India,Bulk Carrier,Vega
tuslwq,19-05-1602,Haiti,Container Ship,Copernicus
kmymou,20-06-1508,Egypt,Crude Oil Tanker,Alcor
ergqqf,22-01-1902,United States (USA),Container Ship,Spica
hvgsnd,23-12-1851,Equatorial Guinea,Crude Oil Tanker,Dschubba
vbzfaf,01-11-1852,Sweden,LNG Tanker,Asellus Borealis
livkmo,05-08-1965,Turkey,Crude Oil Tanker,Tania Borealis
towfez,29-06-1553,Norway,Container Ship,Sceptrum
emrgnh,08-07-1797,Spain,Container Ship,Marsic
xomlkn,19-06-1908,Spain,Container Ship,Rasalgethi
gnnkvd,28-08-1934,Canada,Passenger (Cruise) Ship,Kaffaljidhma
tgdvcz,17-12-1826,Estonia,Passenger (Cruise) Ship,Izar
zohutk,29-04-1550,Netherlands,Bulk Carrier,Alkalurops
pakiwv,21-02-1660,Panama,Bulk Carrier,Peacock
seinau,27-07-1636,China,Crude Oil Tanker,Meridiana
httjyd,17-12-1755,Mauritius,Container Ship,Izar
netwnd,03-10-1669,Iceland,LNG Tanker,Sham
bmfvdy,23-07-1987,Netherlands,Crude Oil Tanker,Propus
yliwui,22-09-1932,Papua New Guinea,Bulk Carrier,Rasalgethi
nbybbf,17-02-1824,United Kingdom (UK),Crude Oil Tanker,Xuange
myvium,04-07-1738,Japan,Container Ship,Sheliak
ruyujg,26-01-1956,United States (USA),LNG Tanker,Zaurak
xapwhs,10-12-1889,Turkmenistan,Bulk Carrier,Alkarab
mqquye,27-03-1755,Solomon Islands,Bulk Carrier,Grumium
jwjgvy,10-05-1881,Dominican Rep,Bulk Carrier,Sadalbari
xccrjp,23-05-1839,Vietnam,Container Ship,Ogma
uaywxa,09-01-1610,China,Crude Oil Tanker,Alkalurops
bmkwyg,21-07-1551,Japan,LNG Tanker,Alcor
laljrj,08-01-1679,Greece,Bulk Carrier,Rukbat
beatap,19-12-1757,Indonesia,Container Ship,Aljanah
oareks,03-07-1545,Norway,Container Ship,Ran
mgwjbw,20-10-1546,United Kingdom (UK),Container Ship,Sadr
zxjbcw,19-10-1554,Russia,Container Ship,Taiyi
jfjexp,18-01-1713,Estonia,LNG Tanker,Nunki
bgecck,07-02-1515,Japan,Crude Oil Tanker,Pipirima
cgbloe,04-06-1934,Australia,Bulk Carrier,Ukdah
cyajko,02-12-1737,Mexico,Bulk Carrier,Wezen
ihjtdj,23-06-1913,Canada,Container Ship,Achernar
occmrt,26-08-1786,Norway,Container Ship,Talitha
uhhkuw,29-03-1652,Norway,Bulk Carrier,Sualocin
cjlhgi,11-04-1682,Norway,Crude Oil Tanker,Tania Australis
kgqecl,18-01-1705,Turkey,Bulk Carrier,Mirzam
rilqav,06-04-1991,France,LNG Tanker,Vindemiatrix
flwbaq,15-06-1897,Vietnam,Container Ship,Ogma
ctyxwx,07-10-1854,Portugal,Container Ship,Alrakis
rilqav,26-02-1841,Canada,Container Ship,Muliphein
vfmmcl,13-03-1654,Latvia,Crude Oil Tanker,Gacrux
cyomre,21-02-1649,United Kingdom (UK),Bulk Carrier,Hadar
xthbsf,19-07-1574,Chile,LNG Tanker,Keid
ssfrtz,05-12-1576,Japan,Container Ship,Ancha
vzzrqz,13-10-1870,Canada,Container Ship,Peacock
iralrr,09-12-1873,Iran,LNG Tanker,Miaplacidus
gzawfm,06-08-2009,Norway,Crude Oil Tanker,Regulus
pktcto,06-06-1920,India,Bulk Carrier,Adhafera
niuvvv,02-09-1849,Greece,Bulk Carrier,Alnasl
bvvfuo,02-02-1619,South Africa,Crude Oil Tanker,Maasym
medfqk,02-10-1890,Brazil,Bulk Carrier,Betelgeuse
tomxwl,14-02-1526,New Zealand,Container Ship,Heze
ahwwrx,28-12-1880,Canada,Bulk Carrier,Menkib
ysqrob,26-01-1560,Italy,LNG Tanker,Seginus
opdvha,11-11-1535,Iceland,Container Ship,Bunda
flsjck,19-02-1645,Netherlands,LNG Tanker,Muliphein
ajuvqu,22-12-1712,Greece,Container Ship,Pipirima
iwbmfs,10-06-1856,Norway,Container Ship,Tania Australis
apzxan,14-08-1549,Canada,Container Ship,Mahasim
dpwfus,20-10-1641,Guadeloupe,Container Ship,Nembus
jepvny,19-04-1965,United Kingdom (UK),Offshore Support Vessel,Guniibuu
yeokjl,11-08-1721,Turkey,Bulk Carrier,Lich
